01,Freight
PEP70307,Rollo impreso Petite Bouquet 14in yellow
PEP70309,Rollo impreso Starlight F/C 21x17x5in Gold
PEP70320,Rollo impreso Bio Clear Macro 38+12x45cm
PEP70331,Rollo impreso Floral and Vine 14in
PEP70335,Rollo impreso Bio Clear Liso 43+15x45cm
PEP70336,Rollo impreso Sweet Romance 21x14x4in red
PEP70337,Rollo impreso Single rose 12+5+45cm
PEP70338,Rollo impreso Be Loved 14in Red
PEP70339,Rollo impreso Be Loved 14in Pink
PEP70340,Rollo impreso Flores Samarcanda 31x13x50cm
PEP70341,Rollo impreso Lovely Lollipop 20x14x5in red con UPC
PEP70343,Rollo impreso Aldi Terra 48x35x10
PEP70344,Rollo impreso celofan estrellitas dorado
PEP70345,Rollo impreso celofan estrellitas blanco
PEP70346,Rollo impreso celofan puntos azul
PEP70347,Rollo impreso celofan puntos verde
PEP70348,Rollo impreso celofan puntos rojo
PEP70349,Rollo impreso celofan puntos dorado
PEP70350,Rollo impreso celofan puntos plateado
PEP70351,Rollo impreso celofan puntos rosado
PEP70352,Rollo impreso celofan puntos blanco
PEP70353,Rollo impreso celofan Pinos negros dorados blanco
PEP70354,Rollo impreso celofan Pinos rojos dorados blanco
PEP70355,Rollo impreso celofan Pinos verdes dorados blanco
PEP70365,Rollo impreso Basic Scallop 14x14x4in pink (Sunshine)
PEP70366,Rollo impreso Basic Scallop 14x14x4in red (Sunshine)
PEP70367,Rollo impreso Monet 21x15x4in lilac
PEP70369,Rollo impreso Amore 20x17x5in pink HDPE
PEP70370,Rollo impreso Good Fortune 21x14x4in
PEP70371,Rollo impreso Rio Carnation 40x45x20cm
PEP70379,Rollo impreso Xoxo 21x14x4in red
PEP70383,Rollo impreso Shamrock 21x14x4in
PEP70385,Rollo impreso Million Hearts 21x14x4in red/pink
PEP70386,Rollo impreso Aldi Terra 49x38x9
PEP70387,Rollo impreso HDPE Monet 21x15x4in green
PEP70388,Rollo impreso Papillon 20x15x4in lilac
PEP70389,Rollo impreso Papillon 20x15x4in pink
PEP70390,Rollo impreso Sweet Rose 20x17x5in pink (Plain)
PEP70391,Rollo impreso Sweet Rose 20x17x5in red (Plain)
PEP70392,Rollo impreso Let it Bee 21x14x5in with upc
PEP70393,Rollo impreso 17in Petal Insert light pink
PEP70394,Rollo impreso 17in Petal Insert lime green
PEP70395,Rollo impreso 17in Petal Insert orange
PEP70396,Rollo impreso 17in Petal Insert pink
PEP70397,Rollo impreso 17in Petal Insert purple
PEP70398,Rollo impreso 17in Petal Insert red
PEP70399,Rollo impreso 17in Petal Insert yellow
PEP70400,Rollo impreso 17in Wave Insert light pink
PEP70401,Rollo impreso 17in Wave Insert lime green
PEP70402,Rollo impreso 17in Wave Insert orange
PEP70403,Rollo impreso 17in Wave Insert pink
PEP70404,Rollo impreso 17in Wave Insert purple
PEP70405,Rollo impreso 17in Wave Insert red
PEP70406,Rollo impreso 17in Wave Insert yellow
PEP70407,Rollo impreso TJs 9.99 Cotton Field 17x18x5in red (Elite)
PEP70408,Rollo impreso Celestine Single 18.5x8x3 in red
PEP70411,Rollo impreso 17in Wave Insert kraft
PEP70412,Rollo impreso Basic Scallop 14x14x4in green (Sunshine)
PEP70413,Rollo impreso Zodiac Signs 20x17x5in
PEP80027,Rollo impreso Raff 21x17x5in cream
PEP80032,Rollo impreso Raff 21x17x5in lilac
PEP84134,Rollo impreso Simply Kraft 20x17x5in
PEP84146H,Rollo impreso Solo 24x24in hot pink H3
PEPG.70256,Rollo impreso YSTF MFS 17in pink
PEPG.70257,Rollo impreso YSTF MFS 17in green
PP.1029,Sheet Bi-Color 24x24in green/orange
PP.1039,Sheet Bi-Color 24x24in red/purple
PP.1042,Sheet Bi-Color 24x24in light pink/light yellow
PP.1043,Sheet Bi-Color 24x24in Light yellow/Lavender
PP.1045,Sheet Bi-Color 24x24in orange/purple
PP.1049,Sheet Bi-Color 24x24in green/purple
PV.CMG70015,Sleeve Botanic Vibes 18x16x5in white
PV.COG70216,Sleeve Clear Bunches BGC 14in
PV.G68625,Sleeve Love is Love 21x17x5in
PV.USG66029,Sleeve TJ's French Lilac 17.7x15.7x4.7in
Q10004,Ceramic Pot Jip ES12 soft green
Q10007,Ceramic Pot Jip ES12 cerise
Q10008,Ceramic Pot Jip ES12 soft pink
Q10013,Ceramic Pot Jip ES12 burgundy
Q10132,Ceramic Pot Pax ES12 matt beige
Q10134,Ceramic Pot Pax ES12 matt soft yellow
Q10135,Ceramic Pot Pax 5in matt soft pink
Q10142,Ceramic Pot Pax ES12 metallic silver
Q10175,Ceramic Pot Linn ES12 soft pink
Q10185,Ceramic Pot Linn ES12 lavender
Q10342,Ceramic Pot Pastel Egg Ø 6in assorted - Pre order only
Q10400,Ceramic Pot Tribal Es 10.5in orange
Q10401,Ceramic Pot Tribal Es 10.5in yellow
Q10402,Ceramic Pot Tribal Es 10.5in green
Q40130,Zinc Pot Honeycomb 11.5 H11.5 cm blue
Q40131,Zinc Pot Honeycomb 11.5 H11.5 cm green
Q40132,Zinc Pot Honeycomb 11.5 H11.5 cm pink
Q40200,Zinc Bowl Honeycomb 18.5 H10cm blue
Q40201,Zinc Bowl Honeycomb 18.5 H 10cm green
Q40202,Zinc Bowl Honeycomb 18.5 H 10cm pink
SC.0021,Woven Pot Cover 4in dark green
SEGURO,Seguro
SU.AR001,Alcohol Recuperado Tambor 170Kg
SU.BA001,Barra de Arrastre #1 Yellow 6m larga
SU.CS001,Cinta Softprint 73522 46cm x 25m Flex FE-X (Media Blanda)
SU.CS002,Cinta Softprint 73524 46cm x 25m Flex FE-X (Media)
SU.CS003,Cinta Softprint 73526 46cm x 25m Flex FE-X (Media Dura)
SU.CZ001,Copa Zahn #2
SU.FL001,Caja de flejes
SU.SO001,Solflex P (Mezcla 80/20) Tambor 165kg
SU.SO003,Metoxi-Propanol Tambor 190kg
SU.TN001,Amarillo Process Superficie Cuñete 17kg
SU.TN002,Azul process Superficie Cuete 17kg
SU.TN003,Rojo Magenta Process Superficie Cuñete 17kg
SU.TN004,Negro Process Superficie Cuñete 17kg
SU.TN005,Blanco Process Cuñete 22kg
SU.TN006,Naranja P-021-C Superficie Cuñete 17kg
SU.TN007,Verde Superficie Cuñete 17kg
SU.TN008,Base Concentrada Rojo Laca Cuñete 17kg
SU.TN009,Base Concentrada Violeta 3 Cuñete 17kg
SU.TN010,Base Concentrada Naranja Cuñete 17kg
SU.TN011,Base Concentrada Rojo Rodamina Cuñete 17kg
SU.TN012,Barniz Tecnológico Superficie Cuñete 17kg
SU.TN013,Barniz Mate Superficie Cuñete 17kg
SU.TN014,Extender Superficie Cuñete 17 Kg
SU.TN015,Blanco Process Tambor 220kg
SU.TN016,Preparado tinta concentrada Rojo Rodamina
SU.TN017,Plata Superficie Cuñete 17kg
SU.TN018,Negro Process Superficie Cuñete 17kg POLICROMIA
SU.TN019,Barniz Frost Perlado Cuñete 17kg
SU.TN025,Dorado Metalizado Superficie Cuñete 17kg
SU.TN026,Ocre Metalizado Superficie Cuñete 17kg
SV.0001,Servicio de sellado
T01,TRANSPORTE NACIONAL
T02,TRANSPORTE EXPORTACION
T03,TRANSPORTE IMPORTACION
T10003,Tin Pot 4in With Plastic Innner
US45007,Cover-Up© white Kraft 4.5in Let It Bee
USG02032,Sleeve Slv0005 - clear V-Shape 19in
USG02034,Sleeve Slv0004 - clear V-Shape 17in
USG09001,Sleeve La Buena Vida 45x46x5cm
USG09002,Sleeve La Buena Vida 18.8x19.2x5.2in
USG09052,Sleeve Wintermist 21x17x5in red
USG09053,Sleeve Wintermist 21x17x5in silver
USG09058,Smartsleeve Wintermist 19.5in silver
USG20000,Sheet Cappuccino 24x24in
USG61119,FTDs F/C 18x17x5in Viktor & Rolf 23
USG62217,Sheet Clear 23.6x32.6in
USG62256,Clear vase bag 8x24x20in with handle
USG68010H,Sheet Shamrock 20x20in H3
USK10059,Pick Cinnamon bundle natural 3in on 20in stick 
USK60008,Pick BFs Happy Mother's Day on 20in stick pink 
USK60009,Pick BFs Happy Mother's day on 20in stick multicolor 
USK62044,Foam Pick Umbrella 3.5x2in on a 20in stick
USK64525,Pick Heart Medium Open Glitter 2.75in on 20in stick 
USK64537,Pick Spring Gift tag 3.5x2inches + spiral plastic stick
USK65013,Pick Mother’s Day 3.5in on 20in stick pink 
USK65014,Pick Mother’s Day 3.5in on 20in stick lavender 
USK65016,Foam Pick Mom You're the Best 3x3.5in on 20in stick lavender
USK67019,Pick Nutcracker (F) 4in on 20in stick 
USK68608,Foam Pick Dia De Los Muertos 2.5x3.5in 
USK68627,Foam Pick Happy Boss's Day 
USK68635,Foam Pick Awareness Ribbon 5in on 14in stick clear
USL00020,Sheet Organza Celebration 20x28in turqoise
USL02003,Sheet Paper Look 24x24in natural H3
USL02004,Sheet Paper Look 24x24in pink H3
USL02005,Sheet Paper Look 24x24in sky blue H3
USL02006,Sheet Paper Look 24x24in purple H3
USL02007,Sheet Paper Look 24x24in yellow H3
USL02008,Sheet Paper Look 24x24in lime green H3
USL02009,Sheet Paper Look 24x24in orange H3
USL02015,Sheet Paper Look 24x24in dark chocolate H3
USL02016,Sheet Paper Look 24x24in red H3
USL02017,Sheet Paper Look 24x24in dark green H3
USL02018,Sheet Paper Look 24x24in white H3
USL61001,Sheet Elegant Amazon 24x24in white with blue print
USL62026,Sheet Only Wrap 20x20in teal blue H3
USL66243,Sheet Elegant 20x20in burgundy +4in X
USV62011H,Sheet Botanic Vibes 24x24in white kraft H3
V.6001,Sheet Kraft 20x24in green H3
V.6006,Sheet Kraft 20x24in light green H3
V.6007,Sheet Kraft 20x24in orange H3
V.6011,Sheet Kraft 20x24in red H3
V.9301,Sheet Kraft 20x24in Brown H3
V.9303,Sheet Kraft 20X24in pink H3
V.9304,Sheet Kraft 20x24in yellow H3
V1.COG70207,Sleeve Meijer 17in F/C purple V1
V1.COG70331,Sleeve Floral and Vine 14in V1
V62100,Sheet Kraft 20x24in purple H3
V62105,Sheet Kraft 20x24in cooper H3
V62106,Sheet Kraft 20x24in teal blue H3
V67550,Sheet Kraft 20x24in metallic silver+ hole
V70000,Sheet Kraft 20x28in red
V70001,Sheet Kraft 20x28in pastel pink
V70002,Sheet Kraft 20x28in light green
V70003,Sheet Kraft 20x28in hot pink
V70004H,Sheet Kraft 20x28in brown H3
V70005,Sheet Kraft 20x28in teal blue
X00000,Cliche/Mold/Knife Costs
﻿R.P.SI,Solidos impregnados con HC Y9.3 
R.P.DQ,Desechos químicos tinte
R.P.L,Equipos de Iluminación Y 29.2
R.P.P,Pilas y acumuladores A 1010
R.P.C,Cortopunzante (cuchillas de bisturí y minora)
R.P.T,Toner cartuc cinta enva de impresora Y12
R.P.AT,Aparatos electrónicos y electrónico A1180
R.R.DEPP,Dotaciones y/o EPP
R.PCR,ROLLOS PCR
R.TNT,TNT (TELA NACIONAL).
R.PL,PAPER LOOK
R.BTN,BOPP TRANSPARENTE
R.BP,BIOPERLADO
R.BI,BOPP IMPRESO
R.CS,CORES
R.HTN,HDPE TRANSPARENTE
R.HI,HDPE IMPRESO
R.ZH,ZUNCHO
R.PZG,Pasta de Zuncho (Grapa)
R.EC,ESTRECH
R.PK,PAPEL (PAPEL KRAFT)
R.CN,CARTÓN
R.CRR,CHATARRA
R.GE,GLITTER
R.CP,Canecas de pintura
R.IO,Icopor
R.OK,Okeanos (Piedra)
R.BB,Residuos Bolsa Blanca
R.GC,Galon
R.FJ,Flejes
R.PV,Plan Vallejo
R.P.AR,Alcohol recuperado
R.P.ST,Solidos de Tinta (impresión)
R.EM,Estibas de madera
R.EP,Estibas plásticas
R.TM,Tablas de madera
R.TP,Tablas plásticas
R.CI,Colas de impresión 
R.PI,Papel de impresión 
R.TBP,Tiras de bordes (plásticas) 
R.TCP,Tapa de core (plástico - pasta) *
R.P.AQ,Aceite quemado
R.P.EF,Espuma de Fotopolímero
R.P.FM,Fotopolímeros
R.P.CI,Cinta de impresión
P.V COG70219,SLEEVE CLEAR BUNCHES 20IN
COG70417,SLEEVE RIBA SMITH ROSAS 17X14X4 IN RED
COG70418,Sleeve riba smith rosas
USG62318H,Sheet solo HDPE 21x24in kraft with hole
USG62319H,Sheet solo HDPE 24x24in lint with hole
USG62320H,sheet solo HDPE 24x24in burnt ochre with hole
CMG70356,Sleeve TFF cosentinos 17in kraft HDPE
